=============================
Job ID:       599228
Array Task:   12
Node:         evc20
GPU:          0
Start time:   Tue Apr 28 15:19:11 EDT 2026
=============================
Running: PCP HetNet r=1.5 s=3/i=3 --discrete
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6724 reward_min=-0.9989 reward_max=-0.3216
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6726 reward_min=-0.9998 reward_max=-0.3217
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6724 reward_min=-1.0006 reward_max=-0.3221
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8089 reward_min=-1.4720 reward_max=-0.3554
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7234 reward_global_std=0.1764
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6750 reward_min=-1.0391 reward_max=-0.3374
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6750 reward_min=-1.0377 reward_max=-0.3381
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6750 reward_min=-1.0359 reward_max=-0.3396
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8100 reward_min=-1.4186 reward_max=-0.3711
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7269 reward_global_std=0.1739
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6806 reward_min=-1.0283 reward_max=-0.3715
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6805 reward_min=-1.0290 reward_max=-0.3702
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6804 reward_min=-1.0296 reward_max=-0.3684
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8200 reward_min=-1.4168 reward_max=-0.3722
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7331 reward_global_std=0.1657
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6801 reward_min=-0.9844 reward_max=-0.4077
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6801 reward_min=-0.9859 reward_max=-0.4074
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6799 reward_min=-0.9880 reward_max=-0.4072
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8063 reward_min=-1.4453 reward_max=-0.3796
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7251 reward_global_std=0.1657
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6795 reward_min=-1.0106 reward_max=-0.4089
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6794 reward_min=-1.0097 reward_max=-0.4089
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6796 reward_min=-1.0082 reward_max=-0.4079
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8067 reward_min=-1.3687 reward_max=-0.3516
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7272 reward_global_std=0.1722
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6711 reward_min=-1.0480 reward_max=-0.3493
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6710 reward_min=-1.0481 reward_max=-0.3498
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6710 reward_min=-1.0483 reward_max=-0.3506
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8217 reward_min=-1.3857 reward_max=1.5290
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7341 reward_global_std=0.1932
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6908 reward_min=-1.0017 reward_max=-0.3672
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6907 reward_min=-1.0014 reward_max=-0.3663
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6908 reward_min=-1.0012 reward_max=-0.3652
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8103 reward_min=-1.3669 reward_max=-0.4010
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7344 reward_global_std=0.1743
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6712 reward_min=-1.0431 reward_max=-0.3802
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6712 reward_min=-1.0435 reward_max=-0.3802
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6711 reward_min=-1.0438 reward_max=-0.3808
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7949 reward_min=-1.2345 reward_max=-0.4123
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7173 reward_global_std=0.1558
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6871 reward_min=-1.0106 reward_max=-0.3922
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6869 reward_min=-1.0109 reward_max=-0.3914
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6868 reward_min=-1.0121 reward_max=-0.3904
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8102 reward_min=-1.3253 reward_max=-0.2957
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7330 reward_global_std=0.1753
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6778 reward_min=-1.0975 reward_max=-0.3307
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6777 reward_min=-1.0979 reward_max=-0.3301
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6776 reward_min=-1.0984 reward_max=-0.3293
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8120 reward_min=-1.3798 reward_max=-0.3620
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7282 reward_global_std=0.1765
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6765 reward_min=-1.0052 reward_max=-0.4406
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6765 reward_min=-1.0054 reward_max=-0.4402
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6765 reward_min=-1.0056 reward_max=-0.4395
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8039 reward_min=-1.3511 reward_max=-0.3496
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7229 reward_global_std=0.1766
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6694 reward_min=-1.0498 reward_max=-0.3278
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6692 reward_min=-1.0503 reward_max=-0.3280
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6692 reward_min=-1.0507 reward_max=-0.3280
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7866 reward_min=-1.3094 reward_max=-0.3044
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7124 reward_global_std=0.1605
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6817 reward_min=-1.0118 reward_max=-0.4179
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6817 reward_min=-1.0121 reward_max=-0.4179
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6816 reward_min=-1.0124 reward_max=-0.4170
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8121 reward_min=-1.4191 reward_max=-0.3670
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7298 reward_global_std=0.1690
[HetNet] iter=1220/1500 steps=312320/384000 | pi_s=0.0000 pi_i=-0.0001 v=151.2482 ent_s=1.609 ent_i=1.608 ret=-57.983 ev_s_post=0.057 ev_i_post=0.058 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6721 reward_min=-0.9624 reward_max=-0.3343
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6721 reward_min=-0.9617 reward_max=-0.3331
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6721 reward_min=-0.9611 reward_max=-0.3319
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8154 reward_min=-1.3422 reward_max=-0.2949
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7279 reward_global_std=0.1698
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6732 reward_min=-1.0175 reward_max=-0.4229
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6730 reward_min=-1.0171 reward_max=-0.4233
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6730 reward_min=-1.0160 reward_max=-0.4234
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8092 reward_min=-1.3463 reward_max=-0.3067
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7235 reward_global_std=0.1623
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6737 reward_min=-1.0667 reward_max=-0.3652
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6737 reward_min=-1.0662 reward_max=-0.3665
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6737 reward_min=-1.0654 reward_max=-0.3683
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8176 reward_min=-1.3891 reward_max=-0.3634
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7285 reward_global_std=0.1641
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6784 reward_min=-0.9674 reward_max=-0.4113
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6784 reward_min=-0.9683 reward_max=-0.4110
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6785 reward_min=-0.9687 reward_max=-0.4107
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7966 reward_min=-1.4003 reward_max=-0.3582
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7179 reward_global_std=0.1714
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6796 reward_min=-1.0252 reward_max=-0.3717
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6796 reward_min=-1.0255 reward_max=-0.3727
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6799 reward_min=-1.0260 reward_max=-0.3738
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8094 reward_min=-1.4207 reward_max=-0.2793
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7237 reward_global_std=0.1746
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6659 reward_min=-0.9839 reward_max=-0.3850
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6658 reward_min=-0.9837 reward_max=-0.3849
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6657 reward_min=-0.9830 reward_max=-0.3852
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7738 reward_min=-1.3396 reward_max=-0.2880
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7013 reward_global_std=0.1608
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6626 reward_min=-1.0132 reward_max=-0.4020
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6625 reward_min=-1.0138 reward_max=-0.4026
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6625 reward_min=-1.0146 reward_max=-0.4028
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8033 reward_min=-1.4194 reward_max=-0.3858
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7125 reward_global_std=0.1705
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6725 reward_min=-0.9646 reward_max=-0.3729
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6723 reward_min=-0.9630 reward_max=-0.3733
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6723 reward_min=-0.9617 reward_max=-0.3737
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8122 reward_min=-1.3891 reward_max=-0.4042
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7277 reward_global_std=0.1679
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6756 reward_min=-1.0691 reward_max=-0.3579
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6758 reward_min=-1.0683 reward_max=-0.3576
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6759 reward_min=-1.0672 reward_max=-0.3576
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8373 reward_min=-1.4428 reward_max=-0.3981
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7405 reward_global_std=0.1816
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6815 reward_min=-0.9900 reward_max=-0.3954
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6815 reward_min=-0.9906 reward_max=-0.3957
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6817 reward_min=-0.9906 reward_max=-0.3960
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8147 reward_min=-1.4012 reward_max=-0.2908
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7331 reward_global_std=0.1682
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6956 reward_min=-1.0278 reward_max=-0.4680
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6956 reward_min=-1.0278 reward_max=-0.4689
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6956 reward_min=-1.0282 reward_max=-0.4696
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8272 reward_min=-1.3153 reward_max=-0.3657
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7455 reward_global_std=0.1682
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6813 reward_min=-1.0629 reward_max=-0.3774
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6813 reward_min=-1.0620 reward_max=-0.3777
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6810 reward_min=-1.0608 reward_max=-0.3774
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7986 reward_min=-1.4317 reward_max=-0.3296
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7222 reward_global_std=0.1759
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6668 reward_min=-1.0302 reward_max=-0.2224
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6668 reward_min=-1.0315 reward_max=-0.2224
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6667 reward_min=-1.0331 reward_max=-0.2223
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8046 reward_min=-1.3587 reward_max=-0.3874
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7193 reward_global_std=0.1730
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6871 reward_min=-0.9675 reward_max=-0.3799
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6870 reward_min=-0.9668 reward_max=-0.3796
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6871 reward_min=-0.9656 reward_max=-0.3788
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7989 reward_min=-1.3593 reward_max=-0.4153
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7257 reward_global_std=0.1672
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6883 reward_min=-1.0050 reward_max=-0.2524
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6883 reward_min=-1.0050 reward_max=-0.2513
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6882 reward_min=-1.0049 reward_max=-0.2509
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8144 reward_min=-1.3900 reward_max=-0.1994
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7359 reward_global_std=0.1779
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6755 reward_min=-1.0591 reward_max=-0.3320
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6755 reward_min=-1.0576 reward_max=-0.3321
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6755 reward_min=-1.0563 reward_max=-0.3317
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8168 reward_min=-1.3935 reward_max=-0.3458
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7307 reward_global_std=0.1663
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6793 reward_min=-0.9796 reward_max=-0.3828
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6792 reward_min=-0.9791 reward_max=-0.3833
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6792 reward_min=-0.9785 reward_max=-0.3831
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8144 reward_min=-1.4339 reward_max=-0.3260
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7315 reward_global_std=0.1690
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6865 reward_min=-1.0452 reward_max=-0.4001
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6862 reward_min=-1.0443 reward_max=-0.4003
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6861 reward_min=-1.0437 reward_max=-0.4001
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8071 reward_min=-1.3977 reward_max=-0.3520
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7302 reward_global_std=0.1690
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6684 reward_min=-1.0274 reward_max=-0.3912
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6684 reward_min=-1.0267 reward_max=-0.3914
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6683 reward_min=-1.0254 reward_max=-0.3915
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7991 reward_min=-1.2977 reward_max=-0.3508
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7170 reward_global_std=0.1608
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6682 reward_min=-1.0338 reward_max=-0.2604
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6682 reward_min=-1.0344 reward_max=-0.2598
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6681 reward_min=-1.0353 reward_max=-0.2589
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7930 reward_min=-1.4284 reward_max=-0.3943
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7123 reward_global_std=0.1643
[HetNet] iter=1240/1500 steps=317440/384000 | pi_s=-0.0000 pi_i=-0.0000 v=149.0729 ent_s=1.609 ent_i=1.609 ret=-56.586 ev_s_post=0.056 ev_i_post=0.056 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6718 reward_min=-1.0212 reward_max=-0.3170
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6717 reward_min=-1.0212 reward_max=-0.3177
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6717 reward_min=-1.0210 reward_max=-0.3195
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8055 reward_min=-1.3519 reward_max=-0.3877
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7217 reward_global_std=0.1661
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6713 reward_min=-1.0136 reward_max=-0.4128
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6713 reward_min=-1.0148 reward_max=-0.4137
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6715 reward_min=-1.0157 reward_max=-0.4152
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7970 reward_min=-1.3831 reward_max=-0.2837
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7190 reward_global_std=0.1724
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6874 reward_min=-1.0534 reward_max=-0.3898
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6873 reward_min=-1.0523 reward_max=-0.3898
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6872 reward_min=-1.0508 reward_max=-0.3904
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7996 reward_min=-1.3889 reward_max=-0.3633
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7290 reward_global_std=0.1695
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6776 reward_min=-1.0136 reward_max=-0.3827
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6774 reward_min=-1.0122 reward_max=-0.3832
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6774 reward_min=-1.0112 reward_max=-0.3831
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8197 reward_min=-1.3507 reward_max=-0.3320
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7316 reward_global_std=0.1679
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6803 reward_min=-0.9773 reward_max=-0.3841
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6802 reward_min=-0.9783 reward_max=-0.3835
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6802 reward_min=-0.9786 reward_max=-0.3830
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8220 reward_min=-1.3742 reward_max=-0.3376
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7370 reward_global_std=0.1714
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6837 reward_min=-1.0273 reward_max=-0.4140
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6838 reward_min=-1.0276 reward_max=-0.4139
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6836 reward_min=-1.0278 reward_max=-0.4135
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7949 reward_min=-1.4023 reward_max=-0.3449
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7241 reward_global_std=0.1687
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6738 reward_min=-1.0349 reward_max=-0.3214
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6739 reward_min=-1.0347 reward_max=-0.3201
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6737 reward_min=-1.0347 reward_max=-0.3184
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8243 reward_min=-1.4383 reward_max=-0.4175
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7341 reward_global_std=0.1755
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6763 reward_min=-1.0783 reward_max=-0.4233
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6762 reward_min=-1.0774 reward_max=-0.4230
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6759 reward_min=-1.0767 reward_max=-0.4228
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7916 reward_min=-1.4780 reward_max=-0.2944
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7158 reward_global_std=0.1600
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6849 reward_min=-1.0123 reward_max=-0.3338
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6849 reward_min=-1.0122 reward_max=-0.3339
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6849 reward_min=-1.0120 reward_max=-0.3339
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8269 reward_min=-1.3841 reward_max=-0.3997
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7418 reward_global_std=0.1713
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6835 reward_min=-1.0861 reward_max=-0.3617
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6834 reward_min=-1.0854 reward_max=-0.3610
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6834 reward_min=-1.0850 reward_max=-0.3595
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8113 reward_min=-1.3956 reward_max=1.1509
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7333 reward_global_std=0.1948
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6880 reward_min=-1.0252 reward_max=-0.3046
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6878 reward_min=-1.0256 reward_max=-0.3033
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6878 reward_min=-1.0264 reward_max=-0.3018
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8219 reward_min=-1.3799 reward_max=-0.4113
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7407 reward_global_std=0.1769
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6803 reward_min=-1.1017 reward_max=-0.3629
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6803 reward_min=-1.1025 reward_max=-0.3627
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6804 reward_min=-1.1033 reward_max=-0.3630
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8153 reward_min=-1.3172 reward_max=-0.3399
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7337 reward_global_std=0.1766
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6742 reward_min=-1.0229 reward_max=-0.3400
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6743 reward_min=-1.0235 reward_max=-0.3396
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6740 reward_min=-1.0245 reward_max=-0.3389
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7903 reward_min=-1.4115 reward_max=-0.3347
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7167 reward_global_std=0.1666
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6632 reward_min=-1.0365 reward_max=-0.3330
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6634 reward_min=-1.0873 reward_max=-0.3329
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6635 reward_min=-1.0883 reward_max=-0.3328
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7994 reward_min=-1.3870 reward_max=-0.3694
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7173 reward_global_std=0.1657
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6695 reward_min=-1.0222 reward_max=-0.3969
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6695 reward_min=-1.0220 reward_max=-0.3959
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6696 reward_min=-1.0220 reward_max=-0.3960
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8040 reward_min=-1.3201 reward_max=-0.3847
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7227 reward_global_std=0.1632
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6634 reward_min=-1.0258 reward_max=-0.3475
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6635 reward_min=-1.0263 reward_max=-0.3469
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6635 reward_min=-1.0269 reward_max=-0.3469
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8214 reward_min=-1.2964 reward_max=-0.3321
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7235 reward_global_std=0.1609
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6854 reward_min=-1.1015 reward_max=-0.4069
